"","found_taxa","worms_name","verbatim_name","gbif_name","ncbi_name","ncbi_commonname","gbif_usagekey","ncbi_uid","gbif_status","worms_aphiaid","worms_status","freshwater_only","kingdom","phylum","class","order","family","genus","compare_name","in_region"
"91","Oncorhynchus apache","Oncorhynchus apache","Oncorhynchus gilae apache","Oncorhynchus gilae apache","Oncorhynchus gilae apache","Apache trout",5204013,209197,"synonym",1013114,"unaccepted",1,"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus apache","no"
"92","Oncorhynchus gilae","Oncorhynchus gilae","Oncorhynchus gilae","Oncorhynchus gilae","Oncorhynchus gilae","Gila trout",5204032,64185,"accepted",1014244,"accepted",1,"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gilae","no"
"93","Hucho taimen","Hucho taimen","Hucho taimen","Hucho taimen","Hucho taimen","taimen",2351408,201498,"accepted",1026969,"accepted",0,"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Hucho","Hucho taimen","no"
"94","Hucho hucho","Hucho hucho","Hucho hucho","Hucho hucho","Hucho hucho","huchen",2351413,62062,"accepted",1023062,"accepted",1,"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Hucho","Hucho hucho","no"
"95","Hucho bleekeri","Hucho bleekeri","Hucho bleekeri","Hucho bleekeri","Hucho bleekeri","Sichuan taimen",2351401,633558,"accepted",1015477,"accepted",1,"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Hucho","Hucho bleekeri","no"
"96","Oncorhynchus clarkii stomias",NA,"Oncorhynchus clarkii stomias","Oncorhynchus clarkii stomias","Oncorhynchus clarkii stomias","greenback cutthroat trout",5711988,453929,"accepted",NA,NA,NA,"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus clarkii stomias","no"
"97","Oncorhynchus mykiss x Salmo salar",NA,"Oncorhynchus mykiss x Salmo salar","Oncorhynchus mykiss x Salmo salar","Oncorhynchus mykiss x Salmo salar",NA,11648088,1610699,"accepted",NA,NA,NA,"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss x Salmo salar","no"
"98","Oncorhynchus keta","Oncorhynchus keta","Oncorhynchus keta","Oncorhynchus keta","Oncorhynchus keta","chum salmon",5204014,8018,"accepted",127183,"accepted",0,"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus keta","yes"
"99","Brachymystax tumensis","Brachymystax tumensis","Brachymystax tumensis","Brachymystax tumensis","Brachymystax tumensis",NA,2351355,1302316,"accepted",1015851,"accepted",1,"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Brachymystax","Brachymystax tumensis","no"
"100","Oncorhynchus kisutch","Oncorhynchus kisutch","Oncorhynchus kisutch","Oncorhynchus kisutch","Oncorhynchus kisutch","coho salmon",5204034,8019,"accepted",127184,"accepted",0,"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus kisutch","yes"
"101","Oncorhynchus clarkii virginalis",NA,"Oncorhynchus clarkii virginalis","Oncorhynchus clarkii virginalis","Oncorhynchus clarkii virginalis","Rio Grande cutthroat trout",5711985,335690,"synonym",NA,NA,NA,"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus clarkii virginalis","no"
"102","Oncorhynchus masou","Oncorhynchus masou","Oncorhynchus masou 'Biwa'","Oncorhynchus masou","Oncorhynchus masou 'Biwa'",NA,5711979,412663,"accepted",293637,"accepted",0,"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus masou","no"
"103","Oncorhynchus masou masou",NA,"Oncorhynchus masou masou","Oncorhynchus masou masou","Oncorhynchus masou masou","cherry salmon",7059127,90313,"synonym",NA,NA,NA,"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus masou masou","no"
"104","Oncorhynchus masou ishikawae",NA,"Oncorhynchus masou ishikawae","Oncorhynchus masou ishikawae","Oncorhynchus masou ishikawae","Ishikawa's cherry salmon",5722951,8021,"synonym",NA,NA,NA,"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus masou ishikawae","no"
"105","Oncorhynchus formosanus","Oncorhynchus formosanus","Oncorhynchus masou formosanus","Oncorhynchus masou formosanus","Oncorhynchus masou formosanus","Formosan land-locked salmon",5733765,173242,"synonym",1016972,"senior synonym",1,"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus formosanus","no"
"106","Oncorhynchus sp. BIWA-MASU",NA,"Oncorhynchus sp. BIWA-MASU",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus sp. BIWA-MASU",NA
"107","Thymallus thymallus","Thymallus thymallus","Thymallus thymallus","Thymallus thymallus","Thymallus thymallus","grayling",5203999,36185,"accepted",154375,"accepted",0,"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Thymallus","Thymallus thymallus","no"
"108","Thymallus ligericus","Thymallus ligericus","Thymallus ligericus","Thymallus ligericus","Thymallus ligericus",NA,10748883,2707359,"accepted",1494217,"accepted",0,"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Thymallus","Thymallus ligericus","no"
"109","Sebastes entomelas","Sebastes entomelas","Sebastes entomelas","Sebastes entomelas","Sebastes entomelas","widow rockfish",2335516,72073,"accepted",274791,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes entomelas","yes"
"110","Sebastes diploproa","Sebastes diploproa","Sebastes diploproa","Sebastes diploproa","Sebastes diploproa","splitnose rockfish",2335406,72069,"accepted",274787,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes diploproa","yes"
"111","Sebastes mystinus","Sebastes mystinus","Sebastes mystinus","Sebastes mystinus","Sebastes mystinus","blue rockfish",2335366,72088,"accepted",274823,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes mystinus","yes"
"112","Sebastes baramenuke","Sebastes baramenuke","Sebastes baramenuke","Sebastes baramenuke","Sebastes baramenuke",NA,2335483,214491,"accepted",274776,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes baramenuke","no"
"113","Sebastes alutus","Sebastes alutus","Sebastes alutus","Sebastes alutus","Sebastes alutus","Pacific ocean perch",2335557,72055,"accepted",254573,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes alutus","yes"
"114","Sebastes joyneri","Sebastes joyneri","Sebastes joyneri","Sebastes joyneri","Sebastes joyneri",NA,2335451,160817,"accepted",274807,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes joyneri","no"
"115","Sebastes cheni","Sebastes cheni","Sebastes cheni","Sebastes cheni","Sebastes cheni",NA,4286373,1738870,"accepted",1398220,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes cheni","no"
"116","Sebastes pachycephalus","Sebastes pachycephalus","Sebastes pachycephalus","Sebastes pachycephalus","Sebastes pachycephalus",NA,4286366,201706,"accepted",293739,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes pachycephalus","no"
"117","Sebastes auriculatus","Sebastes auriculatus","Sebastes auriculatus","Sebastes auriculatus","Sebastes auriculatus","brown rockfish",2335497,72057,"accepted",274773,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes auriculatus","yes"
"118","Sebastes melanostictus","Sebastes melanostictus","Sebastes melanostictus","Sebastes melanostictus","Sebastes melanostictus","blackspotted rockfish",8416044,394695,"accepted",1015496,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes melanostictus","yes"
"119","Sebastes aleutianus","Sebastes aleutianus","Sebastes aleutianus","Sebastes aleutianus","Sebastes aleutianus","rougheye rockfish",2335422,214485,"accepted",274771,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes aleutianus","yes"
"120","Sebastes rubrivinctus","Sebastes rubrivinctus","Sebastes rubrivinctus","Sebastes rubrivinctus","Sebastes rubrivinctus","flag rockfish",2335388,72099,"accepted",274845,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes rubrivinctus","yes"
"121","Sebastes hubbsi","Sebastes hubbsi","Sebastes hubbsi","Sebastes hubbsi","Sebastes hubbsi",NA,2335535,201703,"accepted",274801,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes hubbsi","no"
"122","Hozukius emblemarius","Hozukius emblemarius","Hozukius emblemarius","Hozukius emblemarius","Hozukius emblemarius",NA,2335349,201712,"accepted",281092,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Hozukius","Hozukius emblemarius","no"
"123","Sebastes pachycephalus pachycephalus",NA,"Sebastes pachycephalus pachycephalus","Sebastes pachycephalus pachycephalus","Sebastes pachycephalus pachycephalus",NA,8850905,201887,"accepted",NA,NA,NA,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes pachycephalus pachycephalus","no"
"124","Sebastes ventricosus","Sebastes ventricosus","Sebastes ventricosus","Sebastes ventricosus","Sebastes ventricosus",NA,2335386,1508065,"accepted",274865,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes ventricosus","no"
"125","Sebastes longispinis","Sebastes longispinis","Sebastes longispinis","Sebastes longispinis","Sebastes longispinis",NA,2335459,290524,"accepted",274813,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes longispinis","no"
"126","Sebastes schlegelii","Sebastes schlegelii","Sebastes schlegelii","Sebastes schlegelii","Sebastes schlegelii","Schlegel's black rockfish",2335435,214486,"accepted",274849,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes schlegelii","no"
"127","Sebastes thompsoni","Sebastes thompsoni","Sebastes thompsoni","Sebastes thompsoni","Sebastes thompsoni",NA,2335575,105747,"accepted",274860,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes thompsoni","no"
"128","Sebastes steindachneri","Sebastes steindachneri","Sebastes steindachneri","Sebastes steindachneri","Sebastes steindachneri",NA,2335546,201708,"accepted",274857,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes steindachneri","no"
"129","Sebastes taczanowskii","Sebastes taczanowskii","Sebastes taczanowskii","Sebastes taczanowskii","Sebastes taczanowskii",NA,2335514,201709,"accepted",274859,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes taczanowskii","no"
"130","Sebastes owstoni","Sebastes owstoni","Sebastes owstoni","Sebastes owstoni","Sebastes owstoni",NA,2335396,160819,"accepted",274831,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes owstoni","no"
"131","Sebastes inermis","Sebastes inermis","Sebastes inermis","Sebastes inermis","Sebastes inermis","black rockfish",2333687,160818,"accepted",274803,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes inermis","no"
"132","Sebastes matsubarai","Sebastes matsubarai","Sebastes matsubarae","Sebastes matsubarae","Sebastes matsubarae",NA,2335393,201704,"synonym",712536,"misspelling",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes matsubarai","no"
"133","Sebastes melanops","Sebastes melanops","Sebastes melanops","Sebastes melanops","Sebastes melanops","black rockfish",2335569,72085,"accepted",274817,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes melanops","yes"
"134","Sebastes elongatus","Sebastes elongatus","Sebastes elongatus","Sebastes elongatus","Sebastes elongatus","greenstriped rockfish",2335441,72070,"accepted",274788,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes elongatus","yes"
"135","Sebastes oculatus","Sebastes oculatus","Sebastes oculatus","Sebastes oculatus","Sebastes oculatus","Patagonian redfish",2335413,72091,"accepted",274829,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes oculatus","no"
"136","Sebastes wakiyai","Sebastes wakiyai","Sebastes wakiyai","Sebastes wakiyai","Sebastes wakiyai",NA,2335533,2768245,"accepted",274867,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes wakiyai","no"
"137","Sebastes ruberrimus","Sebastes ruberrimus","Sebastes ruberrimus","Sebastes ruberrimus","Sebastes ruberrimus","yelloweye rockfish",2335415,72098,"accepted",274844,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes ruberrimus","yes"
"138","Sebastes mentella","Sebastes mentella","Sebastes mentella","Sebastes mentella","Sebastes mentella","deepwater redfish",2335427,394696,"accepted",127254,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes mentella","no"
"139","Sebastes nigrocinctus","Sebastes nigrocinctus","Sebastes nigrocinctus","Sebastes nigrocinctus","Sebastes nigrocinctus","tiger rockfish",2335492,72089,"accepted",274825,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes nigrocinctus","yes"
"140","Sebastes scythropus","Sebastes scythropus","Sebastes scythropus","Sebastes scythropus","Sebastes scythropus",NA,2335434,173978,"accepted",274850,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes scythropus","no"
"141","Sebastes glaucus","Sebastes glaucus","Sebastes glaucus","Sebastes glaucus","Sebastes glaucus",NA,2335409,201702,"accepted",274797,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes glaucus","no"
"142","Sebastes caurinus","Sebastes caurinus","Sebastes caurinus","Sebastes caurinus","Sebastes caurinus","copper rockfish",2335455,72063,"accepted",274780,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes caurinus","yes"
"143","Sebastes crameri","Sebastes crameri","Sebastes crameri","Sebastes crameri","Sebastes crameri","darkblotched rockfish",2335443,72067,"accepted",274785,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes crameri","yes"
"144","Sebastes nebulosus","Sebastes nebulosus","Sebastes nebulosus","Sebastes nebulosus","Sebastes nebulosus","China rockfish",2335508,394698,"accepted",274824,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes nebulosus","yes"
"145","Sebastes maliger","Sebastes maliger","Sebastes maliger","Sebastes maliger","Sebastes maliger","quillback rockfish",2335438,72084,"accepted",274815,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes maliger","yes"
"146","Sebastes babcocki","Sebastes babcocki","Sebastes babcocki","Sebastes babcocki","Sebastes babcocki","redbanded rockfish",2335374,72059,"accepted",274775,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes babcocki","yes"
"147","Sebastes saxicola","Sebastes saxicola","Sebastes saxicola","Sebastes saxicola","Sebastes saxicola","stripetail rockfish",2335577,72101,"accepted",274848,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes saxicola","yes"
"148","Sebastes semicinctus","Sebastes semicinctus","Sebastes semicinctus","Sebastes semicinctus","Sebastes semicinctus","halfbanded rockfish",2335564,320568,"accepted",274851,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes semicinctus","yes"
"149","Sebastes trivittatus","Sebastes trivittatus","Sebastes trivittatus","Sebastes trivittatus","Sebastes trivittatus",NA,2335369,214487,"accepted",274861,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes trivittatus","no"
"150","Sebastes vulpes","Sebastes vulpes","Sebastes vulpes","Sebastes vulpes","Sebastes vulpes",NA,2335494,201710,"accepted",274866,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes vulpes","no"
"151","Sebastes koreanus","Sebastes koreanus","Sebastes koreanus","Sebastes koreanus","Sebastes koreanus",NA,2335387,290523,"accepted",274810,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes koreanus","no"
"152","Sebastes norvegicus","Sebastes norvegicus","Sebastes norvegicus","Sebastes norvegicus","Sebastes norvegicus","golden redfish",9787268,394699,"accepted",151324,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes norvegicus","no"
"153","Sebastes variabilis","Sebastes variabilis","Sebastes variabilis","Sebastes variabilis","Sebastes variabilis","dusky rockfish",2335481,394707,"accepted",398442,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes variabilis","yes"
"154","Sebastes ciliatus","Sebastes ciliatus","Sebastes ciliatus","Sebastes ciliatus","Sebastes ciliatus","dusky rockfish",2335476,72065,"accepted",274782,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes ciliatus","yes"
"155","Sebastes viviparus","Sebastes viviparus","Sebastes viviparus","Sebastes viviparus","Sebastes viviparus","Norway redfish",2335390,394708,"accepted",127255,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes viviparus","no"
"156","Sebastes iracundus","Sebastes iracundus","Sebastes iracundus","Sebastes iracundus","Sebastes iracundus",NA,2335487,214493,"accepted",274804,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes iracundus","no"
"157","Sebastes fasciatus","Sebastes fasciatus","Sebastes fasciatus","Sebastes fasciatus","Sebastes fasciatus","Acadian redfish",10689065,394691,"accepted",127252,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes fasciatus","no"
"158","Sebastes oblongus","Sebastes oblongus","Sebastes oblongus","Sebastes oblongus","Sebastes oblongus",NA,2335452,201705,"accepted",274828,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes oblongus","no"
"159","Helicolenus hilgendorfi",NA,"Helicolenus hilgendorfi","Helicolenus hilgendorfi","Helicolenus hilgendorfi",NA,2335340,143344,"synonym",NA,NA,NA,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Helicolenus","Helicolenus hilgendorfi","no"
"160","Helicolenus dactylopterus","Helicolenus dactylopterus","Helicolenus dactylopterus","Helicolenus dactylopterus","Helicolenus dactylopterus",NA,4286361,202727,"accepted",127251,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Helicolenus","Helicolenus dactylopterus","no"
"161","Helicolenus avius","Helicolenus avius","Helicolenus avius","Helicolenus avius","Helicolenus avius",NA,2335329,394686,"accepted",274763,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Helicolenus","Helicolenus avius","no"
"162","Sebastes paucispinis","Sebastes paucispinis","Sebastes paucispinis","Sebastes paucispinis","Sebastes paucispinis","bocaccio",2335466,72093,"accepted",274833,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes paucispinis","yes"
"163","Sebastolobus macrochir","Sebastolobus macrochir","Sebastolobus macrochir","Sebastolobus macrochir","Sebastolobus macrochir",NA,2335324,98657,"accepted",282742,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastolobus","Sebastolobus macrochir","yes"
"164","Sebastes minor","Sebastes minor","Sebastes minor","Sebastes minor","Sebastes minor",NA,2335574,214483,"accepted",274821,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes minor","no"
"165","Sebastiscus marmoratus","Sebastiscus marmoratus","Sebastiscus marmoratus","Sebastiscus marmoratus","Sebastiscus marmoratus","false kelpfish",2335355,41446,"accepted",282738,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastiscus","Sebastiscus marmoratus","no"
