"","ncbi_species","canonicalname","rank","gbif_status","query","worms_query","worms_sciname","worms_aphiaid","original_aphiaid","worms_match","status","unacceptreason","valid_authority","kingdom","phylum","class","order","family","genus","freshwater_only","terrestrial_only","compare_name","in_region"
"75","Salvelinus malma miyabei","Salvelinus malma miyabei","subspecies","SYNONYM","Salvelinus malma miyabei","Salvelinus+malma+miyabei","Salvelinus malma",254570,1626644,"Salvelinus malma miyabei","unaccepted","junior synonym","(Walbaum, 1792)","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Salvelinus",0,0,"Salvelinus malma","yes"
"76","Salvelinus malma lordi",NA,NA,NA,"Salvelinus malma lordi","Salvelinus+malma+lordi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salvelinus malma lordi","no"
"77","Salvelinus sp. 4 ADK-2017",NA,NA,NA,"Salvelinus sp. 4 ADK-2017","Salvelinus+sp.+4+ADK-2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salvelinus sp. 4 ADK-2017","no"
"78","Oncorhynchus nerka","Oncorhynchus nerka","species","ACCEPTED","Oncorhynchus nerka","Oncorhynchus+nerka","Oncorhynchus nerka",254569,254569,"Oncorhynchus nerka","accepted",NA,"(Walbaum, 1792)","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus",0,0,"Oncorhynchus nerka","yes"
"79","Brachymystax lenok tsinlingensis","Brachymystax lenok tsinlingensis","subspecies","SYNONYM","Brachymystax lenok tsinlingensis","Brachymystax+lenok+tsinlingensis","Brachymystax lenok",1026966,1527969,"Brachymystax lenok tsinlingensis","unaccepted",NA,"(Pallas, 1773)","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Brachymystax",1,0,"Brachymystax lenok","no"
"80","Oncorhynchus clarkii henshawi","Oncorhynchus clarkii henshawi","subspecies","SYNONYM","Oncorhynchus clarkii henshawi","Oncorhynchus+clarkii+henshawi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oncorhynchus clarkii henshawi","no"
"81","Oncorhynchus mykiss gairdneri",NA,NA,NA,"Oncorhynchus mykiss gairdneri","Oncorhynchus+mykiss+gairdneri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oncorhynchus mykiss gairdneri","no"
"82","Oncorhynchus mykiss newberrii",NA,NA,NA,"Oncorhynchus mykiss newberrii","Oncorhynchus+mykiss+newberrii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oncorhynchus mykiss newberrii","no"
"83","Oncorhynchus kawamurae","Oncorhynchus kawamurae","species","ACCEPTED","Oncorhynchus kawamurae","Oncorhynchus+kawamurae","Oncorhynchus kawamurae",1016304,1016304,"Oncorhynchus kawamurae","accepted",NA,"Jordan & McGregor, 1925","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus",1,0,"Oncorhynchus kawamurae","no"
"84","Brachymystax lenok","Brachymystax lenok","species","ACCEPTED","Brachymystax lenok","Brachymystax+lenok","Brachymystax lenok",1026966,1026966,"Brachymystax lenok","accepted",NA,"(Pallas, 1773)","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Brachymystax",1,0,"Brachymystax lenok","no"
"85","Salvelinus fontinalis x Salvelinus malma","Salvelinus fontinalis x Salvelinus malma","species","ACCEPTED","Salvelinus fontinalis x Salvelinus malma","Salvelinus+fontinalis+x+Salvelinus+malma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salvelinus fontinalis x Salvelinus malma","no"
"86","Salvelinus fontinalis","Salvelinus fontinalis","species","ACCEPTED","Salvelinus fontinalis","Salvelinus+fontinalis","Salvelinus fontinalis",154241,154241,"Salvelinus fontinalis","accepted",NA,"(Mitchill, 1814)","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Salvelinus",0,0,"Salvelinus fontinalis","yes"
"87","Oncorhynchus clarkii lewisi","Oncorhynchus clarkii lewisi","subspecies","SYNONYM","Oncorhynchus clarkii lewisi","Oncorhynchus+clarkii+lewisi","Oncorhynchus clarkii",274347,323484,"Oncorhynchus clarkii lewisi","unaccepted",NA,"(Richardson, 1836)","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus",0,0,"Oncorhynchus clarkii","no"
"88","Oncorhynchus mykiss","Oncorhynchus mykiss","species","ACCEPTED","Oncorhynchus mykiss","Oncorhynchus+mykiss","Oncorhynchus mykiss",127185,127185,"Oncorhynchus mykiss","accepted",NA,"(Walbaum, 1792)","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus",0,0,"Oncorhynchus mykiss","no"
"89","Oncorhynchus clarkii","Oncorhynchus clarkii","species","ACCEPTED","Oncorhynchus clarkii","Oncorhynchus+clarkii","Oncorhynchus clarkii",274347,274347,"Oncorhynchus clarkii","accepted",NA,"(Richardson, 1836)","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus",0,0,"Oncorhynchus clarkii","no"
"90","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","species","ACCEPTED","Oncorhynchus gorbuscha","Oncorhynchus+gorbuscha","Oncorhynchus gorbuscha",127182,127182,"Oncorhynchus gorbuscha","accepted",NA,"(Walbaum, 1792)","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus",0,0,"Oncorhynchus gorbuscha","yes"
"91","Oncorhynchus mykiss irideus","Oncorhynchus mykiss irideus","subspecies","ACCEPTED","Oncorhynchus mykiss irideus","Oncorhynchus+mykiss+irideus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oncorhynchus mykiss irideus","no"
"92","Oncorhynchus gilae apache","Oncorhynchus gilae apache","subspecies","SYNONYM","Oncorhynchus gilae apache","Oncorhynchus+gilae+apache","Oncorhynchus apache",1013114,1595062,"Oncorhynchus gilae apache","unaccepted",NA,"(Miller, 1972)","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus",1,0,"Oncorhynchus apache","no"
"93","Oncorhynchus gilae","Oncorhynchus gilae","species","ACCEPTED","Oncorhynchus gilae","Oncorhynchus+gilae","Oncorhynchus gilae",1014244,1014244,"Oncorhynchus gilae","accepted",NA,"(Miller, 1950)","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus",1,0,"Oncorhynchus gilae","no"
"94","Hucho taimen","Hucho taimen","species","ACCEPTED","Hucho taimen","Hucho+taimen","Hucho taimen",1026969,1026969,"Hucho taimen","accepted",NA,"(Pallas, 1773)","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Hucho",0,0,"Hucho taimen","no"
"95","Hucho hucho","Hucho hucho","species","ACCEPTED","Hucho hucho","Hucho+hucho","Hucho hucho",1023062,1023062,"Hucho hucho","accepted",NA,"(Linnaeus, 1758)","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Hucho",1,0,"Hucho hucho","no"
"96","Hucho bleekeri","Hucho bleekeri","species","ACCEPTED","Hucho bleekeri","Hucho+bleekeri","Hucho bleekeri",1015477,1015477,"Hucho bleekeri","accepted",NA,"Kimura, 1934","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Hucho",1,0,"Hucho bleekeri","no"
"97","Oncorhynchus clarkii stomias","Oncorhynchus clarkii stomias","subspecies","ACCEPTED","Oncorhynchus clarkii stomias","Oncorhynchus+clarkii+stomias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oncorhynchus clarkii stomias","no"
"98","Oncorhynchus mykiss x Salmo salar","Oncorhynchus mykiss x Salmo salar","species","ACCEPTED","Oncorhynchus mykiss x Salmo salar","Oncorhynchus+mykiss+x+Salmo+salar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oncorhynchus mykiss x Salmo salar","no"
"99","Oncorhynchus keta","Oncorhynchus keta","species","ACCEPTED","Oncorhynchus keta","Oncorhynchus+keta","Oncorhynchus keta",127183,127183,"Oncorhynchus keta","accepted",NA,"(Walbaum, 1792)","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus",0,0,"Oncorhynchus keta","yes"
"100","Brachymystax tumensis","Brachymystax tumensis","species","ACCEPTED","Brachymystax tumensis","Brachymystax+tumensis","Brachymystax tumensis",1015851,1015851,"Brachymystax tumensis","accepted",NA,"Mori, 1930","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Brachymystax",1,0,"Brachymystax tumensis","no"
"101","Oncorhynchus kisutch","Oncorhynchus kisutch","species","ACCEPTED","Oncorhynchus kisutch","Oncorhynchus+kisutch","Oncorhynchus kisutch",127184,127184,"Oncorhynchus kisutch","accepted",NA,"(Walbaum, 1792)","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus",0,0,"Oncorhynchus kisutch","yes"
"102","Oncorhynchus clarkii virginalis","Oncorhynchus clarkii virginalis","subspecies","SYNONYM","Oncorhynchus clarkii virginalis","Oncorhynchus+clarkii+virginalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oncorhynchus clarkii virginalis","no"
"103","Oncorhynchus masou 'Biwa'","Oncorhynchus masou","species","ACCEPTED","Oncorhynchus masou","Oncorhynchus+masou","Oncorhynchus masou",293637,293637,"Oncorhynchus masou","accepted",NA,"(Brevoort, 1856)","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus",0,0,"Oncorhynchus masou","no"
"104","Oncorhynchus masou masou","Oncorhynchus masou masou","subspecies","SYNONYM","Oncorhynchus masou masou","Oncorhynchus+masou+masou","Oncorhynchus masou",293637,274348,"Oncorhynchus masou masou","unaccepted",NA,"(Brevoort, 1856)","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus",0,0,"Oncorhynchus masou","no"
"105","Oncorhynchus masou ishikawae","Oncorhynchus masou ishikawae","subspecies","SYNONYM","Oncorhynchus masou ishikawae","Oncorhynchus+masou+ishikawae","Oncorhynchus masou",293637,403583,"Oncorhynchus masou ishikawae","unaccepted","synonym","(Brevoort, 1856)","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus",0,0,"Oncorhynchus masou","no"
"106","Oncorhynchus masou formosanus","Oncorhynchus masou formosanus","subspecies","SYNONYM","Oncorhynchus masou formosanus","Oncorhynchus+masou+formosanus","Oncorhynchus formosanus",1016972,1627139,"Oncorhynchus masou formosanus","unaccepted","senior synonym","(Jordan & Oshima, 1919)","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus",1,0,"Oncorhynchus formosanus","no"
"107","Oncorhynchus sp. BIWA-MASU",NA,NA,NA,"Oncorhynchus sp. BIWA-MASU","Oncorhynchus+sp.+BIWA-MASU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oncorhynchus sp. BIWA-MASU","no"
"108","Thymallus thymallus","Thymallus thymallus","species","ACCEPTED","Thymallus thymallus","Thymallus+thymallus","Thymallus thymallus",154375,154375,"Thymallus thymallus","accepted",NA,"(Linnaeus, 1758)","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Thymallus",0,0,"Thymallus thymallus","no"
"109","Thymallus ligericus","Thymallus ligericus","species","ACCEPTED","Thymallus ligericus","Thymallus+ligericus","Thymallus ligericus",1494217,1494217,"Thymallus ligericus","accepted",NA,"Persat, Weiss, Froufe, Secci-Petretto & Denys, 2019","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Thymallus",0,0,"Thymallus ligericus","no"
"110","Sebastes entomelas","Sebastes entomelas","species","ACCEPTED","Sebastes entomelas","Sebastes+entomelas","Sebastes entomelas",274791,274791,"Sebastes entomelas","accepted",NA,"(Jordan & Gilbert, 1880)","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes",0,0,"Sebastes entomelas","yes"
"111","Sebastes diploproa","Sebastes diploproa","species","ACCEPTED","Sebastes diploproa","Sebastes+diploproa","Sebastes diploproa",274787,274787,"Sebastes diploproa","accepted",NA,"(Gilbert, 1890)","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes",0,0,"Sebastes diploproa","yes"
"112","Sebastes mystinus","Sebastes mystinus","species","ACCEPTED","Sebastes mystinus","Sebastes+mystinus","Sebastes mystinus",274823,274823,"Sebastes mystinus","accepted",NA,"(Jordan & Gilbert, 1881)","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes",0,0,"Sebastes mystinus","yes"
"113","Sebastes baramenuke","Sebastes baramenuke","species","ACCEPTED","Sebastes baramenuke","Sebastes+baramenuke","Sebastes baramenuke",274776,274776,"Sebastes baramenuke","accepted",NA,"(Wakiya, 1917)","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes",0,0,"Sebastes baramenuke","no"
"114","Sebastes alutus","Sebastes alutus","species","ACCEPTED","Sebastes alutus","Sebastes+alutus","Sebastes alutus",254573,254573,"Sebastes alutus","accepted",NA,"(Gilbert, 1890)","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes",0,0,"Sebastes alutus","yes"
"115","Sebastes joyneri","Sebastes joyneri","species","ACCEPTED","Sebastes joyneri","Sebastes+joyneri","Sebastes joyneri",274807,274807,"Sebastes joyneri","accepted",NA,"Günther, 1878","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes",0,0,"Sebastes joyneri","no"
"116","Sebastes cheni","Sebastes cheni","species","ACCEPTED","Sebastes cheni","Sebastes+cheni","Sebastes cheni",1398220,1398220,"Sebastes cheni","accepted",NA,"Barsukov, 1988","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes",0,0,"Sebastes cheni","no"
"117","Sebastes pachycephalus","Sebastes pachycephalus","species","ACCEPTED","Sebastes pachycephalus","Sebastes+pachycephalus","Sebastes pachycephalus",293739,293739,"Sebastes pachycephalus","accepted",NA,"Temminck & Schlegel, 1843","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes",0,0,"Sebastes pachycephalus","no"
"118","Sebastes auriculatus","Sebastes auriculatus","species","ACCEPTED","Sebastes auriculatus","Sebastes+auriculatus","Sebastes auriculatus",274773,274773,"Sebastes auriculatus","accepted",NA,"Girard, 1854","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes",0,0,"Sebastes auriculatus","yes"
"119","Sebastes melanostictus","Sebastes melanostictus","species","ACCEPTED","Sebastes melanostictus","Sebastes+melanostictus","Sebastes melanostictus",1015496,1015496,"Sebastes melanostictus","accepted",NA,"(Matsubara, 1934)","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes",0,0,"Sebastes melanostictus","yes"
"120","Sebastes aleutianus","Sebastes aleutianus","species","ACCEPTED","Sebastes aleutianus","Sebastes+aleutianus","Sebastes aleutianus",274771,274771,"Sebastes aleutianus","accepted",NA,"(Jordan & Evermann, 1898)","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes",0,0,"Sebastes aleutianus","yes"
"121","Sebastes rubrivinctus","Sebastes rubrivinctus","species","ACCEPTED","Sebastes rubrivinctus","Sebastes+rubrivinctus","Sebastes rubrivinctus",274845,274845,"Sebastes rubrivinctus","accepted",NA,"(Jordan & Gilbert, 1880)","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes",0,0,"Sebastes rubrivinctus","yes"
"122","Sebastes hubbsi","Sebastes hubbsi","species","ACCEPTED","Sebastes hubbsi","Sebastes+hubbsi","Sebastes hubbsi",274801,274801,"Sebastes hubbsi","accepted",NA,"(Matsubara, 1937)","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes",0,0,"Sebastes hubbsi","no"
"123","Hozukius emblemarius","Hozukius emblemarius","species","ACCEPTED","Hozukius emblemarius","Hozukius+emblemarius","Hozukius emblemarius",281092,281092,"Hozukius emblemarius","accepted",NA,"(Jordan & Starks, 1904)","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Hozukius",0,0,"Hozukius emblemarius","no"
"124","Sebastes pachycephalus pachycephalus","Sebastes pachycephalus pachycephalus","form","ACCEPTED","Sebastes pachycephalus pachycephalus","Sebastes+pachycephalus+pachycephalus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sebastes pachycephalus pachycephalus","no"
"125","Sebastes ventricosus","Sebastes ventricosus","species","ACCEPTED","Sebastes ventricosus","Sebastes+ventricosus","Sebastes ventricosus",274865,274865,"Sebastes ventricosus","accepted",NA,"Temminck & Schlegel, 1843","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes",0,0,"Sebastes ventricosus","no"
"126","Sebastes longispinis","Sebastes longispinis","species","ACCEPTED","Sebastes longispinis","Sebastes+longispinis","Sebastes longispinis",274813,274813,"Sebastes longispinis","accepted",NA,"(Matsubara, 1934)","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes",0,0,"Sebastes longispinis","no"
"127","Sebastes schlegelii","Sebastes schlegelii","species","ACCEPTED","Sebastes schlegelii","Sebastes+schlegelii","Sebastes schlegelii",274849,274849,"Sebastes schlegelii","accepted",NA,"Hilgendorf, 1880","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes",0,0,"Sebastes schlegelii","no"
"128","Sebastes thompsoni","Sebastes thompsoni","species","ACCEPTED","Sebastes thompsoni","Sebastes+thompsoni","Sebastes thompsoni",274860,274860,"Sebastes thompsoni","accepted",NA,"(Jordan & Hubbs, 1925)","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes",0,0,"Sebastes thompsoni","yes"
"129","Sebastes steindachneri","Sebastes steindachneri","species","ACCEPTED","Sebastes steindachneri","Sebastes+steindachneri","Sebastes steindachneri",274857,274857,"Sebastes steindachneri","accepted",NA,"Hilgendorf, 1880","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes",0,0,"Sebastes steindachneri","no"
"130","Sebastes taczanowskii","Sebastes taczanowskii","species","ACCEPTED","Sebastes taczanowskii","Sebastes+taczanowskii","Sebastes taczanowskii",274859,274859,"Sebastes taczanowskii","accepted",NA,"Steindachner, 1880","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes",0,0,"Sebastes taczanowskii","no"
"131","Sebastes owstoni","Sebastes owstoni","species","ACCEPTED","Sebastes owstoni","Sebastes+owstoni","Sebastes owstoni",274831,274831,"Sebastes owstoni","accepted",NA,"(Jordan & Thompson, 1914)","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes",0,0,"Sebastes owstoni","no"
"132","Sebastes inermis","Sebastes inermis","species","ACCEPTED","Sebastes inermis","Sebastes+inermis","Sebastes inermis",274803,274803,"Sebastes inermis","accepted",NA,"Cuvier, 1829","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes",0,0,"Sebastes inermis","no"
"133","Sebastes matsubarae","Sebastes matsubarae","species","SYNONYM","Sebastes matsubarae","Sebastes+matsubarae","Sebastes matsubarai",712536,274816,"Sebastes matsubarae","unaccepted","misspelling","Hilgendorf, 1880","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes",0,0,"Sebastes matsubarai","no"
"134","Sebastes melanops","Sebastes melanops","species","ACCEPTED","Sebastes melanops","Sebastes+melanops","Sebastes melanops",274817,274817,"Sebastes melanops","accepted",NA,"Girard, 1856","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes",0,0,"Sebastes melanops","yes"
"135","Sebastes elongatus","Sebastes elongatus","species","ACCEPTED","Sebastes elongatus","Sebastes+elongatus","Sebastes elongatus",274788,274788,"Sebastes elongatus","accepted",NA,"Ayres, 1859","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes",0,0,"Sebastes elongatus","yes"
"136","Sebastes oculatus","Sebastes oculatus","species","ACCEPTED","Sebastes oculatus","Sebastes+oculatus","Sebastes oculatus",274829,274829,"Sebastes oculatus","accepted",NA,"Valenciennes, 1833","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes",0,0,"Sebastes oculatus","no"
"137","Sebastes wakiyai","Sebastes wakiyai","species","ACCEPTED","Sebastes wakiyai","Sebastes+wakiyai","Sebastes wakiyai",274867,274867,"Sebastes wakiyai","accepted",NA,"(Matsubara, 1934)","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes",0,0,"Sebastes wakiyai","no"
"138","Sebastes ruberrimus","Sebastes ruberrimus","species","ACCEPTED","Sebastes ruberrimus","Sebastes+ruberrimus","Sebastes ruberrimus",274844,274844,"Sebastes ruberrimus","accepted",NA,"(Cramer, 1895)","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes",0,0,"Sebastes ruberrimus","yes"
"139","Sebastes mentella","Sebastes mentella","species","ACCEPTED","Sebastes mentella","Sebastes+mentella","Sebastes mentella",127254,127254,"Sebastes mentella","accepted",NA,"Travin, 1951","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes",0,0,"Sebastes mentella","no"
"140","Sebastes nigrocinctus","Sebastes nigrocinctus","species","ACCEPTED","Sebastes nigrocinctus","Sebastes+nigrocinctus","Sebastes nigrocinctus",274825,274825,"Sebastes nigrocinctus","accepted",NA,"Ayres, 1859","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes",0,0,"Sebastes nigrocinctus","yes"
"141","Sebastes scythropus","Sebastes scythropus","species","ACCEPTED","Sebastes scythropus","Sebastes+scythropus","Sebastes scythropus",274850,274850,"Sebastes scythropus","accepted",NA,"(Jordan & Snyder, 1900)","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes",0,0,"Sebastes scythropus","no"
"142","Sebastes glaucus","Sebastes glaucus","species","ACCEPTED","Sebastes glaucus","Sebastes+glaucus","Sebastes glaucus",274797,274797,"Sebastes glaucus","accepted",NA,"Hilgendorf, 1880","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes",0,0,"Sebastes glaucus","yes"
"143","Sebastes caurinus","Sebastes caurinus","species","ACCEPTED","Sebastes caurinus","Sebastes+caurinus","Sebastes caurinus",274780,274780,"Sebastes caurinus","accepted",NA,"Richardson, 1844","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes",0,0,"Sebastes caurinus","yes"
"144","Sebastes crameri","Sebastes crameri","species","ACCEPTED","Sebastes crameri","Sebastes+crameri","Sebastes crameri",274785,274785,"Sebastes crameri","accepted",NA,"(Jordan, 1897)","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes",0,0,"Sebastes crameri","yes"
"145","Sebastes nebulosus","Sebastes nebulosus","species","ACCEPTED","Sebastes nebulosus","Sebastes+nebulosus","Sebastes nebulosus",274824,274824,"Sebastes nebulosus","accepted",NA,"Ayres, 1854","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes",0,0,"Sebastes nebulosus","yes"
"146","Sebastes maliger","Sebastes maliger","species","ACCEPTED","Sebastes maliger","Sebastes+maliger","Sebastes maliger",274815,274815,"Sebastes maliger","accepted",NA,"(Jordan & Gilbert, 1880)","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes",0,0,"Sebastes maliger","yes"
"147","Sebastes babcocki","Sebastes babcocki","species","ACCEPTED","Sebastes babcocki","Sebastes+babcocki","Sebastes babcocki",274775,274775,"Sebastes babcocki","accepted",NA,"(Thompson, 1915)","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes",0,0,"Sebastes babcocki","yes"
"148","Sebastes saxicola","Sebastes saxicola","species","ACCEPTED","Sebastes saxicola","Sebastes+saxicola","Sebastes saxicola",274848,274848,"Sebastes saxicola","accepted",NA,"(Gilbert, 1890)","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes",0,0,"Sebastes saxicola","yes"
