asv,lca_rank,lca_taxon,kingdom,phylum,class,order,family,genus,species,method,survey,marker
ASV281,species,Artedius harringtoni,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Artedius,Artedius harringtoni,best hit,tully,12s
ASV282,genus,Ammodytes,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,no identification,lca,tully,12s
ASV283,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV284,species,Gadus chalcogrammus,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,Gadus chalcogrammus,best hit,tully,12s
ASV285,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV286,species,Oligocottus maculosus,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Oligocottus,Oligocottus maculosus,best hit,tully,12s
ASV287,species,Cymatogaster aggregata,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata,best hit,tully,12s
ASV288,species,Ammodytes personatus,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes personatus,best hit,tully,12s
ASV289,species,Megaptera novaeangliae,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenopteridae,Megaptera,Megaptera novaeangliae,best hit,tully,12s
ASV290,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV291,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV292,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV293,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV294,species,Sebastes entomelas,Eukaryota,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes entomelas,best hit,tully,12s
ASV295,species,Ammodytes personatus,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes personatus,best hit,tully,12s
ASV296,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV297,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV298,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV299,species,Aulorhynchus flavidus,Eukaryota,Chordata,Actinopteri,Perciformes,Aulorhynchidae,Aulorhynchus,Aulorhynchus flavidus,best hit,tully,12s
ASV300,species,Ammodytes personatus,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes personatus,best hit,tully,12s
ASV301,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV302,species,Oncorhynchus tshawytscha,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha,best hit,tully,12s
ASV303,species,Platichthys stellatus,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Platichthys,Platichthys stellatus,best hit,tully,12s
ASV304,species,Anoplarchus purpurescens,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Anoplarchus,Anoplarchus purpurescens,best hit,tully,12s
ASV305,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV306,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV307,species,Anoplarchus purpurescens,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Anoplarchus,Anoplarchus purpurescens,best hit,tully,12s
ASV308,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV309,species,Cymatogaster aggregata,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata,best hit,tully,12s
ASV310,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV311,species,Oncorhynchus nerka,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus nerka,best hit,tully,12s
ASV312,species,Xiphister atropurpureus,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus,best hit,tully,12s
ASV313,species,Isopsetta isolepis,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Isopsetta,Isopsetta isolepis,best hit,tully,12s
ASV314,species,Sebastes baramenuke,Eukaryota,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes baramenuke,best hit,tully,12s
ASV315,species,Anoplarchus purpurescens,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Anoplarchus,Anoplarchus purpurescens,best hit,tully,12s
ASV316,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV317,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV318,species,Oncorhynchus tshawytscha,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha,best hit,tully,12s
ASV319,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV321,species,Cymatogaster aggregata,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata,best hit,tully,12s
ASV322,species,Megaptera novaeangliae,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenopteridae,Megaptera,Megaptera novaeangliae,best hit,tully,12s
ASV323,species,Clupea harengus,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus,best hit,tully,12s
ASV324,species,Ammodytes personatus,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes personatus,best hit,tully,12s
ASV325,species,Cymatogaster aggregata,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata,best hit,tully,12s
ASV326,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV327,species,Ammodytes personatus,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes personatus,best hit,tully,12s
ASV328,species,Artedius harringtoni,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Artedius,Artedius harringtoni,best hit,tully,12s
ASV330,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV331,species,Liparis pulchellus,Eukaryota,Chordata,Actinopteri,Perciformes,Liparidae,Liparis,Liparis pulchellus,best hit,tully,12s
ASV333,species,Leptocottus armatus,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Leptocottus,Leptocottus armatus,best hit,tully,12s
ASV334,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV335,species,Apodichthys flavidus,Eukaryota,Chordata,Actinopteri,Perciformes,Pholidae,Apodichthys,Apodichthys flavidus,best hit,tully,12s
ASV336,species,Cottus asper,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Cottus,Cottus asper,best hit,tully,12s
ASV337,species,Cymatogaster aggregata,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata,best hit,tully,12s
ASV338,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV339,species,Ammodytes personatus,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes personatus,best hit,tully,12s
ASV340,species,Cymatogaster aggregata,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata,best hit,tully,12s
ASV341,species,Gasterosteus aculeatus,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus,best hit,tully,12s
ASV342,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV343,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV344,species,Apodichthys flavidus,Eukaryota,Chordata,Actinopteri,Perciformes,Pholidae,Apodichthys,Apodichthys flavidus,best hit,tully,12s
ASV345,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV346,species,Pholis laeta,Eukaryota,Chordata,Actinopteri,Perciformes,Pholidae,Pholis,Pholis laeta,best hit,tully,12s
ASV347,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV349,species,Ammodytes personatus,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes personatus,best hit,tully,12s
ASV350,species,Isopsetta isolepis,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Isopsetta,Isopsetta isolepis,best hit,tully,12s
ASV351,species,Hexagrammos decagrammus,Eukaryota,Chordata,Actinopteri,Perciformes,Hexagrammidae,Hexagrammos,Hexagrammos decagrammus,best hit,tully,12s
ASV352,species,Leptocottus armatus,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Leptocottus,Leptocottus armatus,best hit,tully,12s
ASV353,genus,Cymatogaster,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,no identification,lca,tully,12s
ASV354,species,Cymatogaster aggregata,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata,best hit,tully,12s
ASV355,species,Rhacochilus vacca,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Rhacochilus,Rhacochilus vacca,best hit,tully,12s
ASV356,species,Ammodytes personatus,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes personatus,best hit,tully,12s
ASV357,species,Gasterosteus aculeatus,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus,best hit,tully,12s
ASV358,species,Hexagrammos agrammus,Eukaryota,Chordata,Actinopteri,Perciformes,Hexagrammidae,Hexagrammos,Hexagrammos agrammus,best hit,tully,12s
ASV359,species,Leptocottus armatus,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Leptocottus,Leptocottus armatus,best hit,tully,12s
ASV360,species,Oncorhynchus tshawytscha,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha,best hit,tully,12s
ASV361,species,Cymatogaster aggregata,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata,best hit,tully,12s
ASV362,species,Oncorhynchus tshawytscha,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha,best hit,tully,12s
ASV363,species,Myoxocephalus jaok,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Myoxocephalus,Myoxocephalus jaok,best hit,tully,12s
ASV364,species,Megaptera novaeangliae,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenopteridae,Megaptera,Megaptera novaeangliae,best hit,tully,12s
ASV365,species,Oncorhynchus keta,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus keta,best hit,tully,12s
ASV366,species,Anoplarchus purpurescens,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Anoplarchus,Anoplarchus purpurescens,best hit,tully,12s
ASV367,species,Oncorhynchus kisutch,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus kisutch,best hit,tully,12s
ASV368,species,Balaena mysticetus,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenidae,Balaena,Balaena mysticetus,best hit,tully,12s
ASV369,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV370,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV371,species,Ammodytes personatus,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes personatus,best hit,tully,12s
ASV372,species,Isopsetta isolepis,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Isopsetta,Isopsetta isolepis,best hit,tully,12s
ASV373,species,Sebastes baramenuke,Eukaryota,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes baramenuke,best hit,tully,12s
ASV374,species,Cymatogaster aggregata,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata,best hit,tully,12s
ASV375,species,Megaptera novaeangliae,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenopteridae,Megaptera,Megaptera novaeangliae,best hit,tully,12s
ASV376,species,Nautichthys oculofasciatus,Eukaryota,Chordata,Actinopteri,Perciformes,Agonidae,Nautichthys,Nautichthys oculofasciatus,best hit,tully,12s
ASV377,species,Citharichthys sordidus,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus,best hit,tully,12s
ASV378,species,Artedius fenestralis,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Artedius,Artedius fenestralis,best hit,tully,12s
ASV379,species,Gasterosteus aculeatus,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus,best hit,tully,12s
ASV380,species,Cymatogaster aggregata,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata,best hit,tully,12s
ASV381,species,Gasterosteus aculeatus,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus,best hit,tully,12s
ASV382,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV383,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV384,species,Oncorhynchus nerka,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus nerka,best hit,tully,12s
ASV385,species,Ammodytes personatus,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes personatus,best hit,tully,12s
ASV386,species,Anoplarchus purpurescens,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Anoplarchus,Anoplarchus purpurescens,best hit,tully,12s
ASV387,species,Oncorhynchus nerka,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus nerka,best hit,tully,12s
ASV388,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV389,species,Thaleichthys pacificus,Eukaryota,Chordata,Actinopteri,Osmeriformes,Osmeridae,Thaleichthys,Thaleichthys pacificus,best hit,tully,12s
ASV390,species,Oncorhynchus keta,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus keta,best hit,tully,12s
ASV391,species,Ammodytes personatus,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes personatus,best hit,tully,12s
ASV392,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV393,species,Cymatogaster aggregata,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata,best hit,tully,12s
ASV394,species,Ammodytes personatus,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes personatus,best hit,tully,12s
ASV395,species,Hexagrammos decagrammus,Eukaryota,Chordata,Actinopteri,Perciformes,Hexagrammidae,Hexagrammos,Hexagrammos decagrammus,best hit,tully,12s
ASV396,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV397,species,Xiphister atropurpureus,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus,best hit,tully,12s
ASV398,species,Gasterosteus aculeatus,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus,best hit,tully,12s
ASV399,species,Pholis laeta,Eukaryota,Chordata,Actinopteri,Perciformes,Pholidae,Pholis,Pholis laeta,best hit,tully,12s
ASV400,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV401,species,Rhacochilus vacca,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Rhacochilus,Rhacochilus vacca,best hit,tully,12s
ASV402,species,Gadus morhua,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,Gadus morhua,best hit,tully,12s
ASV404,species,Oncorhynchus tshawytscha,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha,best hit,tully,12s
ASV405,species,Gasterosteus aculeatus,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus,best hit,tully,12s
ASV406,species,Oncorhynchus kisutch,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus kisutch,best hit,tully,12s
ASV407,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV408,species,Oncorhynchus nerka,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus nerka,best hit,tully,12s
ASV409,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV410,species,Cymatogaster aggregata,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata,best hit,tully,12s
ASV411,species,Ammodytes personatus,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes personatus,best hit,tully,12s
ASV412,species,Sebastes crameri,Eukaryota,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes crameri,best hit,tully,12s
ASV413,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV415,species,Lepidopsetta bilineata,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Lepidopsetta,Lepidopsetta bilineata,best hit,tully,12s
ASV416,species,Cymatogaster aggregata,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata,best hit,tully,12s
ASV417,species,Pholis laeta,Eukaryota,Chordata,Actinopteri,Perciformes,Pholidae,Pholis,Pholis laeta,best hit,tully,12s
ASV418,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV419,species,Ammodytes personatus,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes personatus,best hit,tully,12s
ASV420,species,Ammodytes personatus,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes personatus,best hit,tully,12s
ASV421,species,Megaptera novaeangliae,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenopteridae,Megaptera,Megaptera novaeangliae,best hit,tully,12s
ASV422,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV423,species,Ammodytes personatus,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes personatus,best hit,tully,12s
ASV424,genus,Sprattus,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sprattus,no identification,lca,tully,12s
ASV425,species,Megaptera novaeangliae,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenopteridae,Megaptera,Megaptera novaeangliae,best hit,tully,12s
ASV426,species,Citharichthys stigmaeus,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys stigmaeus,best hit,tully,12s
ASV427,species,Citharichthys stigmaeus,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys stigmaeus,best hit,tully,12s
ASV428,species,Hexagrammos decagrammus,Eukaryota,Chordata,Actinopteri,Perciformes,Hexagrammidae,Hexagrammos,Hexagrammos decagrammus,best hit,tully,12s
ASV429,species,Citharichthys stigmaeus,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys stigmaeus,best hit,tully,12s
ASV431,family,Clupeidae,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,no identification,no identification,lca,tully,12s
ASV432,species,Anoplarchus purpurescens,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Anoplarchus,Anoplarchus purpurescens,best hit,tully,12s
ASV433,species,Icosteus aenigmaticus,Eukaryota,Chordata,Actinopteri,Scombriformes,Icosteidae,Icosteus,Icosteus aenigmaticus,best hit,tully,12s
ASV434,species,Cottus hangiongensis,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Cottus,Cottus hangiongensis,best hit,tully,12s
ASV435,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV436,species,Pholis laeta,Eukaryota,Chordata,Actinopteri,Perciformes,Pholidae,Pholis,Pholis laeta,best hit,tully,12s
ASV437,species,Artedius harringtoni,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Artedius,Artedius harringtoni,best hit,tully,12s
ASV438,species,Megaptera novaeangliae,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenopteridae,Megaptera,Megaptera novaeangliae,best hit,tully,12s
ASV439,species,Sebastes baramenuke,Eukaryota,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes baramenuke,best hit,tully,12s
ASV440,species,Hydrolagus colliei,Eukaryota,Chordata,Chondrichthyes,Chimaeriformes,Chimaeridae,Hydrolagus,Hydrolagus colliei,best hit,tully,12s
ASV441,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV442,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV443,species,Sebastes caurinus,Eukaryota,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes caurinus,best hit,tully,12s
ASV444,species,Oncorhynchus gorbuscha,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus gorbuscha,best hit,tully,12s
ASV445,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV446,species,Cottus asper,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Cottus,Cottus asper,best hit,tully,12s
ASV447,genus,Cymatogaster,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,no identification,lca,tully,12s
ASV448,species,Myoxocephalus jaok,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Myoxocephalus,Myoxocephalus jaok,best hit,tully,12s
ASV449,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV450,species,Platichthys stellatus,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Platichthys,Platichthys stellatus,best hit,tully,12s
ASV451,genus,Hemilepidotus,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Hemilepidotus,no identification,lca,tully,12s
ASV452,species,Ammodytes personatus,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes personatus,best hit,tully,12s
ASV453,species,Megaptera novaeangliae,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenopteridae,Megaptera,Megaptera novaeangliae,best hit,tully,12s
ASV454,species,Hexagrammos decagrammus,Eukaryota,Chordata,Actinopteri,Perciformes,Hexagrammidae,Hexagrammos,Hexagrammos decagrammus,best hit,tully,12s
ASV455,species,Coryphaenoides acrolepis,Eukaryota,Chordata,Actinopteri,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides acrolepis,best hit,tully,12s
ASV457,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV459,species,Engraulis mordax,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax,best hit,tully,12s
ASV460,species,Ammodytes marinus,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes marinus,best hit,tully,12s
ASV461,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV462,species,Cyclothone atraria,Eukaryota,Chordata,Actinopteri,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone atraria,best hit,tully,12s
ASV463,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV464,species,Oncorhynchus keta,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus keta,best hit,tully,12s
ASV465,genus,Leptocottus,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Leptocottus,no identification,lca,tully,12s
ASV466,species,Cymatogaster aggregata,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata,best hit,tully,12s
