found_taxa,worms_name,verbatim_name,gbif_name,ncbi_name,ncbi_commonname,gbif_usagekey,ncbi_uid,gbif_status,worms_aphiaid,worms_status,freshwater_only,kingdom,phylum,class,order,family,genus
Oncorhynchus formosanus,Oncorhynchus formosanus,Oncorhynchus masou formosanus,Oncorhynchus masou formosanus,Oncorhynchus masou formosanus,Formosan land-locked salmon,5733765,173242,synonym,1016972,senior synonym,1,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus
Oncorhynchus sp. BIWA-MASU,NA,Oncorhynchus sp. BIWA-MASU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus
Thymallus thymallus,Thymallus thymallus,Thymallus thymallus,Thymallus thymallus,Thymallus thymallus,grayling,5203999,36185,accepted,154375,accepted,0,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Thymallus
Thymallus ligericus,Thymallus ligericus,Thymallus ligericus,Thymallus ligericus,Thymallus ligericus,,10748883,2707359,accepted,1494217,accepted,0,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Thymallus
Sebastes entomelas,Sebastes entomelas,Sebastes entomelas,Sebastes entomelas,Sebastes entomelas,widow rockfish,2335516,72073,accepted,274791,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes diploproa,Sebastes diploproa,Sebastes diploproa,Sebastes diploproa,Sebastes diploproa,splitnose rockfish,2335406,72069,accepted,274787,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes mystinus,Sebastes mystinus,Sebastes mystinus,Sebastes mystinus,Sebastes mystinus,blue rockfish,2335366,72088,accepted,274823,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes baramenuke,Sebastes baramenuke,Sebastes baramenuke,Sebastes baramenuke,Sebastes baramenuke,,2335483,214491,accepted,274776,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes alutus,Sebastes alutus,Sebastes alutus,Sebastes alutus,Sebastes alutus,Pacific ocean perch,2335557,72055,accepted,254573,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes joyneri,Sebastes joyneri,Sebastes joyneri,Sebastes joyneri,Sebastes joyneri,,2335451,160817,accepted,274807,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes cheni,Sebastes cheni,Sebastes cheni,Sebastes cheni,Sebastes cheni,,4286373,1738870,accepted,1398220,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes pachycephalus,Sebastes pachycephalus,Sebastes pachycephalus,Sebastes pachycephalus,Sebastes pachycephalus,,4286366,201706,accepted,293739,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes auriculatus,Sebastes auriculatus,Sebastes auriculatus,Sebastes auriculatus,Sebastes auriculatus,brown rockfish,2335497,72057,accepted,274773,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes melanostictus,Sebastes melanostictus,Sebastes melanostictus,Sebastes melanostictus,Sebastes melanostictus,blackspotted rockfish,8416044,394695,accepted,1015496,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes aleutianus,Sebastes aleutianus,Sebastes aleutianus,Sebastes aleutianus,Sebastes aleutianus,rougheye rockfish,2335422,214485,accepted,274771,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes rubrivinctus,Sebastes rubrivinctus,Sebastes rubrivinctus,Sebastes rubrivinctus,Sebastes rubrivinctus,flag rockfish,2335388,72099,accepted,274845,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes hubbsi,Sebastes hubbsi,Sebastes hubbsi,Sebastes hubbsi,Sebastes hubbsi,,2335535,201703,accepted,274801,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Hozukius emblemarius,Hozukius emblemarius,Hozukius emblemarius,Hozukius emblemarius,Hozukius emblemarius,,2335349,201712,accepted,281092,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Hozukius
Sebastes pachycephalus pachycephalus,NA,Sebastes pachycephalus pachycephalus,Sebastes pachycephalus pachycephalus,Sebastes pachycephalus pachycephalus,,8850905,201887,accepted,NA,NA,NA,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes ventricosus,Sebastes ventricosus,Sebastes ventricosus,Sebastes ventricosus,Sebastes ventricosus,,2335386,1508065,accepted,274865,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes longispinis,Sebastes longispinis,Sebastes longispinis,Sebastes longispinis,Sebastes longispinis,,2335459,290524,accepted,274813,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes schlegelii,Sebastes schlegelii,Sebastes schlegelii,Sebastes schlegelii,Sebastes schlegelii,Schlegel's black rockfish,2335435,214486,accepted,274849,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes thompsoni,Sebastes thompsoni,Sebastes thompsoni,Sebastes thompsoni,Sebastes thompsoni,,2335575,105747,accepted,274860,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes steindachneri,Sebastes steindachneri,Sebastes steindachneri,Sebastes steindachneri,Sebastes steindachneri,,2335546,201708,accepted,274857,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes taczanowskii,Sebastes taczanowskii,Sebastes taczanowskii,Sebastes taczanowskii,Sebastes taczanowskii,,2335514,201709,accepted,274859,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes owstoni,Sebastes owstoni,Sebastes owstoni,Sebastes owstoni,Sebastes owstoni,,2335396,160819,accepted,274831,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes inermis,Sebastes inermis,Sebastes inermis,Sebastes inermis,Sebastes inermis,black rockfish,2333687,160818,accepted,274803,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes matsubarai,Sebastes matsubarai,Sebastes matsubarae,Sebastes matsubarae,Sebastes matsubarae,,2335393,201704,synonym,712536,misspelling,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes melanops,Sebastes melanops,Sebastes melanops,Sebastes melanops,Sebastes melanops,black rockfish,2335569,72085,accepted,274817,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes elongatus,Sebastes elongatus,Sebastes elongatus,Sebastes elongatus,Sebastes elongatus,greenstriped rockfish,2335441,72070,accepted,274788,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes oculatus,Sebastes oculatus,Sebastes oculatus,Sebastes oculatus,Sebastes oculatus,Patagonian redfish,2335413,72091,accepted,274829,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes wakiyai,Sebastes wakiyai,Sebastes wakiyai,Sebastes wakiyai,Sebastes wakiyai,,2335533,2768245,accepted,274867,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes ruberrimus,Sebastes ruberrimus,Sebastes ruberrimus,Sebastes ruberrimus,Sebastes ruberrimus,yelloweye rockfish,2335415,72098,accepted,274844,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes mentella,Sebastes mentella,Sebastes mentella,Sebastes mentella,Sebastes mentella,deepwater redfish,2335427,394696,accepted,127254,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes nigrocinctus,Sebastes nigrocinctus,Sebastes nigrocinctus,Sebastes nigrocinctus,Sebastes nigrocinctus,tiger rockfish,2335492,72089,accepted,274825,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes scythropus,Sebastes scythropus,Sebastes scythropus,Sebastes scythropus,Sebastes scythropus,,2335434,173978,accepted,274850,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes glaucus,Sebastes glaucus,Sebastes glaucus,Sebastes glaucus,Sebastes glaucus,,2335409,201702,accepted,274797,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes caurinus,Sebastes caurinus,Sebastes caurinus,Sebastes caurinus,Sebastes caurinus,copper rockfish,2335455,72063,accepted,274780,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes crameri,Sebastes crameri,Sebastes crameri,Sebastes crameri,Sebastes crameri,darkblotched rockfish,2335443,72067,accepted,274785,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes nebulosus,Sebastes nebulosus,Sebastes nebulosus,Sebastes nebulosus,Sebastes nebulosus,China rockfish,2335508,394698,accepted,274824,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes maliger,Sebastes maliger,Sebastes maliger,Sebastes maliger,Sebastes maliger,quillback rockfish,2335438,72084,accepted,274815,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes babcocki,Sebastes babcocki,Sebastes babcocki,Sebastes babcocki,Sebastes babcocki,redbanded rockfish,2335374,72059,accepted,274775,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes saxicola,Sebastes saxicola,Sebastes saxicola,Sebastes saxicola,Sebastes saxicola,stripetail rockfish,2335577,72101,accepted,274848,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes semicinctus,Sebastes semicinctus,Sebastes semicinctus,Sebastes semicinctus,Sebastes semicinctus,halfbanded rockfish,2335564,320568,accepted,274851,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes trivittatus,Sebastes trivittatus,Sebastes trivittatus,Sebastes trivittatus,Sebastes trivittatus,,2335369,214487,accepted,274861,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes vulpes,Sebastes vulpes,Sebastes vulpes,Sebastes vulpes,Sebastes vulpes,,2335494,201710,accepted,274866,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes koreanus,Sebastes koreanus,Sebastes koreanus,Sebastes koreanus,Sebastes koreanus,,2335387,290523,accepted,274810,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes norvegicus,Sebastes norvegicus,Sebastes norvegicus,Sebastes norvegicus,Sebastes norvegicus,golden redfish,9787268,394699,accepted,151324,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes variabilis,Sebastes variabilis,Sebastes variabilis,Sebastes variabilis,Sebastes variabilis,dusky rockfish,2335481,394707,accepted,398442,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes ciliatus,Sebastes ciliatus,Sebastes ciliatus,Sebastes ciliatus,Sebastes ciliatus,dusky rockfish,2335476,72065,accepted,274782,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes viviparus,Sebastes viviparus,Sebastes viviparus,Sebastes viviparus,Sebastes viviparus,Norway redfish,2335390,394708,accepted,127255,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes iracundus,Sebastes iracundus,Sebastes iracundus,Sebastes iracundus,Sebastes iracundus,,2335487,214493,accepted,274804,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes fasciatus,Sebastes fasciatus,Sebastes fasciatus,Sebastes fasciatus,Sebastes fasciatus,Acadian redfish,10689065,394691,accepted,127252,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastes oblongus,Sebastes oblongus,Sebastes oblongus,Sebastes oblongus,Sebastes oblongus,,2335452,201705,accepted,274828,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Helicolenus hilgendorfi,NA,Helicolenus hilgendorfi,Helicolenus hilgendorfi,Helicolenus hilgendorfi,,2335340,143344,synonym,NA,NA,NA,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Helicolenus
Helicolenus dactylopterus,Helicolenus dactylopterus,Helicolenus dactylopterus,Helicolenus dactylopterus,Helicolenus dactylopterus,,4286361,202727,accepted,127251,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Helicolenus
Helicolenus avius,Helicolenus avius,Helicolenus avius,Helicolenus avius,Helicolenus avius,,2335329,394686,accepted,274763,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Helicolenus
Sebastes paucispinis,Sebastes paucispinis,Sebastes paucispinis,Sebastes paucispinis,Sebastes paucispinis,bocaccio,2335466,72093,accepted,274833,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastolobus macrochir,Sebastolobus macrochir,Sebastolobus macrochir,Sebastolobus macrochir,Sebastolobus macrochir,,2335324,98657,accepted,282742,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastolobus
Sebastes minor,Sebastes minor,Sebastes minor,Sebastes minor,Sebastes minor,,2335574,214483,accepted,274821,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastiscus marmoratus,Sebastiscus marmoratus,Sebastiscus marmoratus,Sebastiscus marmoratus,Sebastiscus marmoratus,false kelpfish,2335355,41446,accepted,282738,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastiscus
Sebastiscus albofasciatus,Sebastiscus albofasciatus,Sebastiscus albofasciatus,Sebastiscus albofasciatus,Sebastiscus albofasciatus,,2335358,72109,accepted,282737,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastiscus
Sebastes sp. CBM Chiba DNA 2015-535,NA,Sebastes sp. CBM Chiba DNA 2015-535,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes
Sebastiscus tertius,Sebastiscus tertius,Sebastiscus tertius,Sebastiscus tertius,Sebastiscus tertius,,2335360,1472224,accepted,282739,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastiscus
Sebastiscus vibrantus,Sebastiscus vibrantus,Sebastiscus vibrantus,Sebastiscus vibrantus,Sebastiscus vibrantus,,9653003,2608464,accepted,1494141,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastiscus
Idiastion pacificum,Idiastion pacificum,Idiastion pacificum,Idiastion pacificum,Idiastion pacificum,,2334532,1609620,accepted,281155,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Idiastion
Scorpaenodes sp. RGIP_3124,NA,Scorpaenodes sp. RGIP_3124,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Scorpaenodes
Scorpaenodes minor,Scorpaenodes minor,Scorpaenodes minor,Scorpaenodes minor,Scorpaenodes minor,minor scorpionfish,2334402,1156141,accepted,218093,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Scorpaenodes
Ectreposebastes imus,Ectreposebastes imus,Ectreposebastes imus,Ectreposebastes imus,Ectreposebastes imus,midwater scorpionfish,2336884,1609601,accepted,159566,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Setarchidae,Ectreposebastes
Scorpaenodes quadrispinosus,Scorpaenodes quadrispinosus,Scorpaenodes quadrispinosus,Scorpaenodes quadrispinosus,Scorpaenodes quadrispinosus,fourspine scorpionfish,2334370,1609312,accepted,274750,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Scorpaenodes
Lioscorpius longiceps,Lioscorpius longiceps,Lioscorpius longiceps,Lioscorpius longiceps,Lioscorpius longiceps,slender scorpionfish,7525081,2578390,accepted,281363,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Setarchidae,Lioscorpius
Lythrichthys cypho,Lythrichthys cypho,Lythrichthys cypho,Lythrichthys cypho,Lythrichthys cypho,,12121968,2841984,synonym,1591149,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Setarchidae,Lythrichthys
Setarches longimanus,Setarches longimanus,Lythrichthys eulabes,Lythrichthys eulabes,Lythrichthys eulabes,,2336907,2841983,synonym,274874,unaccepted,0,Animalia,Chordata,Teleostei,Perciformes,Setarchidae,Lythrichthys
Ectreposebastes sp. CBM:ZF:15690,NA,Ectreposebastes sp. CBM:ZF:15690,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Perciformes,Setarchidae,Ectreposebastes
Lythrichthys longimanus,NA,Lythrichthys longimanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Perciformes,Setarchidae,Lythrichthys
Setarches guentheri,Setarches guentheri,Setarches guentheri,Setarches guentheri,Setarches guentheri,channeled rockfish,2336894,274714,accepted,127258,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Setarchidae,Setarches
Scorpaena miostoma,Scorpaena miostoma,Scorpaena miostoma,Scorpaena miostoma,Scorpaena miostoma,kokuchi-fusakasago,2334663,1565265,accepted,274724,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Scorpaena
Scorpaenodes sp. KAUM:I:58534,NA,Scorpaenodes sp. KAUM:I:58534,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Scorpaenodes
Scorpaena pepo,Scorpaena pepo,Scorpaena pepo,Scorpaena pepo,Scorpaena pepo,pumpkin scorpionfish,2334625,1609314,accepted,398447,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Scorpaena
Scorpaena onaria,Scorpaena onaria,Scorpaena onaria,Scorpaena onaria,Scorpaena onaria,ornate scorpionfish,2334638,206132,accepted,274729,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Scorpaena
Scorpaenodes albaiensis,Scorpaenodes albaiensis,Scorpaenodes albaiensis,Scorpaenodes albaiensis,Scorpaenodes albaiensis,longfingered scorpionfish,2334393,1311496,accepted,218098,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Scorpaenodes
Pterois lunulata,Pterois lunulata,Pterois lunulata,Pterois lunulata,Pterois lunulata,luna lion fish,2334436,490279,accepted,218083,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Pterois
Pterois miles,Pterois miles,Pterois miles,Pterois miles,Pterois miles,devil firefish,2334433,185883,accepted,218077,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Pterois
Dendrochirus brachypterus,Dendrochirus brachypterus,Dendrochirus brachypterus,Dendrochirus brachypterus,Dendrochirus brachypterus,shortfin turkeyfish,2334536,185887,accepted,218052,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Dendrochirus
Pterois volitans,Pterois volitans,Pterois volitans,Pterois volitans,Pterois volitans,red lionfish,2334438,185886,accepted,159559,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Pterois
Pterois paucispinula,Pterois paucispinula,Pterois paucispinula,Pterois paucispinula,Pterois paucispinula,,8978631,1541797,accepted,1043630,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Pterois
Scorpaenodes evides,Scorpaenodes evides,Scorpaenodes evides,Scorpaenodes evides,Scorpaenodes evides,cheekspot scorpionfish,5962231,1459839,accepted,712541,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Scorpaenodes
Pterois radiata,Pterois radiata,Pterois radiata,Pterois radiata,Pterois radiata,radial firefish,2334440,185885,accepted,218084,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Pterois
Pterois antennata,Pterois antennata,Pterois antennata,Pterois antennata,Pterois antennata,broadbarred firefish,2334443,185882,accepted,218081,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Pterois
Stromateus brasiliensis,Stromateus brasiliensis,Stromateus brasiliensis,Stromateus brasiliensis,Stromateus brasiliensis,,2397697,458611,accepted,273998,accepted,0,Animalia,Chordata,Teleostei,Scombriformes,Stromateidae,Stromateus
Neomerinthe rotunda,NA,Neomerinthe rotunda,Neomerinthe rotunda,Neomerinthe rotunda,,2334827,1003763,synonym,NA,NA,NA,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Neomerinthe
Neomerinthe procurva,Neomerinthe procurva,Neomerinthe procurva,Neomerinthe procurva,Neomerinthe procurva,curvedspine scorpionfish,2334841,1609316,accepted,276265,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Neomerinthe
Pterois sp. BD-2002,NA,Pterois sp. BD-2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Pterois
Neomerinthe erostris,Neomerinthe erostris,Neomerinthe erostris,Neomerinthe erostris,Neomerinthe erostris,,8130193,2768246,accepted,1019532,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Neomerinthe
Brotula multibarbata,Brotula multibarbata,Brotula multibarbata,Brotula multibarbata,Brotula multibarbata,goatsbeard brotula,2345670,417945,accepted,217797,accepted,0,Animalia,Chordata,Teleostei,Ophidiiformes,Ophidiidae,Brotula
Plagioscion squamosissimus,Plagioscion squamosissimus,Plagioscion squamosissimus,Plagioscion squamosissimus,Plagioscion squamosissimus,South American silver croaker,2399821,254544,accepted,990098,accepted,1,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Plagioscion
Brotula sp. KAUM:I:88883,NA,Brotula sp. KAUM:I:88883,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Ophidiiformes,Ophidiidae,Brotula
Plagioscion sp. BLS-2003,NA,Plagioscion sp. BLS-2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Plagioscion
Miichthys miiuy,Miichthys miiuy,Miichthys miiuy,Miichthys miiuy,Miichthys miiuy,Mi-iuy croaker,2400355,240162,accepted,281574,accepted,0,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Miichthys
Lachnolaimus maximus,Lachnolaimus maximus,Lachnolaimus maximus,Lachnolaimus maximus,Lachnolaimus maximus,hogfish,2383618,202590,accepted,158822,accepted,0,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Lachnolaimus
Cookeolus japonicus,Cookeolus japonicus,Cookeolus japonicus,Cookeolus japonicus,Cookeolus japonicus,longfinned bullseye,2375059,390314,accepted,127003,accepted,0,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Priacanthidae,Cookeolus
Heteropriacanthus cruentatus,Heteropriacanthus cruentatus,Heteropriacanthus cruentatus,Heteropriacanthus cruentatus,Heteropriacanthus cruentatus,glasseye,2375045,342441,accepted,127004,accepted,0,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Priacanthidae,Heteropriacanthus
Lutjanus timoriensis,Lutjanus timoriensis,Lutjanus timoriensis,Lutjanus timoriensis,Lutjanus timoriensis,Timor snapper,2384755,1432685,accepted,401758,accepted,0,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Lutjanus
Beryx mollis,Beryx mollis,Beryx mollis,Beryx mollis,Beryx mollis,alfonsino,2356622,182780,accepted,272204,accepted,0,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx
Hapalogenys kishinouyei,Hapalogenys kishinouyei,Hapalogenys kishinouyei,Hapalogenys kishinouyei,Hapalogenys kishinouyei,lined javelinfish,2386497,1010706,accepted,280990,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Hapalogenyidae,Hapalogenys
Glossogobius sp. KAUM:I:117597,NA,Glossogobius sp. KAUM:I:117597,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Glossogobius
Glossogobius aureus,Glossogobius aureus,Glossogobius aureus,Glossogobius aureus,Glossogobius aureus,golden tank goby,2379425,443695,accepted,276802,accepted,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Glossogobius
Glossogobius giuris,Glossogobius giuris,Glossogobius giuris,Glossogobius giuris,Glossogobius giuris,tank goby,2378087,205127,accepted,219471,accepted,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Glossogobius
Glossogobius flavipinnis,Glossogobius flavipinnis,Glossogobius flavipinnis,Glossogobius flavipinnis,Glossogobius flavipinnis,,2379423,1642131,accepted,1525276,accepted,1,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Glossogobius
